id,dob,state,ela09,math09,sci09,hist09,ela10,math10,sci10,hist10
2747,11/16/2006,IL,669,374,706,510,617,438,863,470
2748,11/16/2006,OH,675,481,336,642,642,460,442,648
2749,02/22/2006,TN,785,384,469,725,837,354,416,811
2750,11/19/2006,VT,457,536,369,351,367,532,131,194
2751,12/08/2006,ME,487,752,470,601,456,771,474,620
2752,11/26/2006,KY,702,749,569,385,720,789,584,292
2753,09/11/2006,MN,540,667,700,536,587,687,792,493
2754,06/22/2006,IA,694,694,754,546,629,687,852,604
2755,05/04/2006,AZ,689,420,711,728,813,522,713,707
2756,05/18/2006,TN,485,374,700,608,458,299,620,599
2757,12/20/2006,GA,376,551,553,647,324,738,515,622
2758,12/22/2006,KY,425,632,739,516,442,704,664,469
2759,03/05/2006,TN,316,658,494,599,382,617,406,645
2760,12/26/2006,ID,385,424,365,749,385,497,537,710
2761,05/29/2006,DE,685,757,589,659,573,787,547,578
2762,12/19/2006,VT,705,351,605,613,736,338,561,542
2763,12/05/2006,AL,630,300,405,765,714,248,544,590
2764,06/29/2006,MI,667,440,466,535,764,456,594,486
2765,12/05/2006,IL,732,798,638,612,730,801,628,628
2766,05/31/2006,MI,522,727,441,495,541,702,478,512
2767,01/05/2006,WY,377,528,305,641,258,564,330,695
2768,02/21/2006,NY,311,418,554,381,315,455,419,282
2769,01/22/2006,VT,748,748,739,570,790,789,779,645
2770,12/26/2006,OH,708,762,319,382,681,736,212,315
2771,05/02/2006,MD,593,401,303,475,531,466,377,456
2772,04/03/2006,SC,764,682,533,669,805,650,716,544
2773,08/20/2006,RI,767,468,360,403,687,547,359,486
2774,04/20/2006,MN,351,379,597,598,357,435,724,551
2775,12/10/2006,LA,317,440,769,520,404,460,748,690
2776,01/15/2006,CO,548,329,731,586,517,251,714,479
2777,04/01/2006,ME,687,691,302,566,592,637,306,615
2778,10/31/2006,UT,466,320,316,682,474,382,396,536
2779,11/26/2006,MN,797,349,568,744,848,240,641,823
2780,02/10/2006,MN,428,566,380,658,418,699,451,644
2781,07/18/2006,WI,615,486,523,744,629,525,540,739
2782,05/17/2006,RI,510,363,458,651,484,426,538,676
2783,07/07/2006,AR,580,381,378,675,632,332,415,651
2784,11/07/2006,TN,452,317,600,436,503,253,593,462
2785,10/28/2006,IN,428,453,683,367,548,514,745,361
2786,01/01/2006,NH,683,712,531,327,686,776,414,335
2787,11/09/2006,SC,495,399,351,576,486,354,271,461
2788,07/21/2006,MN,730,324,392,742,789,419,552,807
2789,10/05/2006,AZ,548,544,669,643,546,623,573,591
2790,06/09/2006,AL,638,783,434,669,724,869,426,632
2791,01/18/2006,NM,433,422,376,727,377,560,333,747
2792,05/14/2006,OR,685,794,667,748,667,819,734,745
2793,06/05/2006,IN,459,478,635,740,474,441,683,820
2794,03/15/2006,MA,569,344,315,432,520,331,274,515
2795,03/17/2006,VT,451,736,412,781,476,786,381,753
2796,06/20/2006,NV,468,329,331,337,457,270,338,386
2797,08/14/2006,MO,529,761,392,345,642,726,497,368
2798,08/21/2006,WV,414,542,562,636,417,601,572,632
2799,11/15/2006,NH,635,671,684,367,585,654,512,386
2800,02/12/2006,CO,476,322,322,438,520,361,385,364
2801,08/02/2006,MD,369,531,692,351,413,571,731,283
2802,04/25/2006,RI,660,630,322,592,650,604,384,658
2803,12/15/2006,MO,419,608,683,584,340,557,768,630
2804,06/21/2006,ME,454,524,338,462,503,533,401,554
2805,08/26/2006,RI,666,318,761,318,773,421,910,293
2806,03/08/2006,CA,657,574,734,501,700,573,744,466
2807,08/19/2006,NV,654,349,354,680,660,295,320,644
2808,11/17/2006,GA,389,537,431,326,369,447,410,207
2809,01/14/2006,KY,651,384,441,800,791,332,472,676
2810,05/02/2006,KS,552,728,747,312,614,699,747,202
2811,10/21/2006,AR,621,411,800,402,542,417,757,474
2812,04/24/2006,WV,682,558,511,581,683,508,399,609
2813,06/13/2006,NC,356,702,486,705,428,752,448,781
2814,09/08/2006,LA,657,505,730,450,602,414,732,527
2815,09/09/2006,MO,488,645,530,360,537,723,481,366
2816,02/20/2006,UT,406,790,739,377,401,773,738,407
2817,03/02/2006,MN,470,403,587,632,375,441,634,636
2818,04/15/2006,TX,388,647,310,673,320,626,304,768
2819,03/25/2006,WA,536,400,470,780,505,399,331,718
2820,02/11/2006,RI,300,707,376,576,292,808,333,588
2821,10/21/2006,IN,652,390,779,328,571,527,597,272
2822,03/25/2006,ND,793,332,753,670,907,181,773,688
2823,04/17/2006,NC,337,669,364,525,251,586,383,549
2824,08/06/2006,RI,569,529,551,605,619,528,482,608
2825,10/18/2006,AZ,745,633,420,503,740,630,460,493
2826,06/10/2006,NH,387,749,575,413,410,657,439,346
2827,11/22/2006,AR,697,547,506,520,750,588,487,504
2828,12/27/2006,WI,480,771,740,386,380,733,701,264
2829,05/11/2006,CO,472,519,550,699,393,608,508,616
2830,07/04/2006,PA,782,328,504,789,830,312,478,857
2831,10/05/2006,FL,732,480,757,321,758,588,717,394
2832,12/12/2006,GA,523,357,424,431,539,391,357,407
2833,10/21/2006,UT,549,381,718,526,458,451,766,498
2834,10/17/2006,GA,637,797,669,550,472,712,697,582
2835,09/04/2006,ID,653,681,732,764,752,739,562,686
2836,07/28/2006,HI,383,388,701,359,315,499,826,332
2837,04/10/2006,AR,424,749,709,615,501,682,819,514
2838,09/11/2006,SD,406,578,634,595,384,573,553,420
2839,05/23/2006,KS,326,446,430,580,314,563,406,556
2840,11/04/2006,UT,566,727,685,470,678,649,897,536
2841,07/20/2006,HI,573,399,439,467,584,419,384,340
2842,11/27/2006,LA,332,468,657,530,358,340,686,509
2843,05/13/2006,OR,470,565,344,602,462,468,233,528
2844,08/19/2006,KS,528,481,558,793,491,457,540,791
2845,12/05/2006,VT,353,390,797,391,366,361,892,383
2846,12/03/2006,VA,480,335,669,316,497,174,621,350
2847,12/13/2006,MS,706,384,464,679,634,324,477,643
2848,12/13/2006,IL,774,548,558,400,821,534,311,399
2849,08/27/2006,KS,368,406,662,417,430,377,534,396
2850,01/19/2006,NE,408,383,777,646,364,408,847,632
2851,04/11/2006,SD,351,605,579,758,388,545,549,749
2852,01/11/2006,MN,571,385,401,434,591,336,457,384
2853,03/23/2006,SC,472,316,728,328,433,300,726,320
2854,12/17/2006,CT,600,503,621,433,542,613,642,510
2855,01/22/2006,MN,562,473,753,452,494,475,599,516
2856,12/24/2006,AK,519,354,416,397,501,353,406,364
2857,10/25/2006,NE,303,553,329,523,291,408,327,592
2858,02/19/2006,KY,371,451,460,716,382,371,444,583
2859,12/01/2006,ND,760,424,667,444,715,468,819,399
2860,09/06/2006,OK,493,364,522,497,518,341,563,415
2861,06/01/2006,HI,764,522,482,349,832,643,552,422
2862,10/01/2006,ME,547,656,392,511,583,604,441,417
2863,04/23/2006,NM,681,307,624,721,640,250,648,631
2864,04/11/2006,MN,782,790,780,581,811,872,816,618
2865,03/26/2006,FL,626,545,553,696,589,374,646,727
2866,01/14/2006,TN,302,308,431,572,232,261,326,582
2867,01/04/2006,KS,425,652,396,576,418,683,378,688
2868,06/14/2006,NY,337,729,719,534,333,794,740,532
2869,10/28/2006,FL,742,722,562,539,723,815,512,624
2870,08/23/2006,TN,669,638,770,333,575,616,676,380
2871,09/21/2006,WV,535,473,679,319,563,461,630,429
2872,06/01/2006,FL,477,352,420,781,422,362,466,704
2873,12/21/2006,CO,459,581,370,659,440,564,372,700
2874,11/08/2006,WA,321,411,458,521,256,501,526,428
2875,11/18/2006,MI,637,400,428,419,581,409,406,335
2876,11/02/2006,AZ,543,391,710,798,603,417,673,928
2877,07/23/2006,NV,353,341,520,714,370,308,490,677
2878,05/14/2006,NH,726,409,356,602,687,367,379,664
2879,07/29/2006,OR,714,751,736,780,785,700,583,771
2880,03/02/2006,AK,385,563,344,348,332,688,275,246
2881,07/15/2006,AL,596,337,421,534,598,349,353,584
2882,09/24/2006,NC,740,615,650,415,762,463,504,431
2883,03/19/2006,OH,370,634,404,731,359,687,270,693
2884,08/26/2006,NY,577,765,300,642,661,916,231,666
2885,11/10/2006,AK,640,667,735,327,652,559,807,343
2886,03/27/2006,MN,488,304,609,731,533,383,616,703
2887,12/13/2006,NC,373,542,617,352,363,477,544,389
2888,04/21/2006,FL,762,592,320,700,735,601,305,602
2889,07/02/2006,MN,621,434,403,471,599,401,421,491
2890,01/19/2006,MN,630,684,760,543,639,727,700,589
2891,10/24/2006,RI,349,323,309,756,301,312,222,799
2892,06/28/2006,AR,473,486,393,658,555,403,478,671
2893,05/21/2006,TN,790,662,614,592,764,632,700,650
2894,01/31/2006,MD,449,777,497,576,504,637,588,626
2895,10/26/2006,VA,439,781,517,579,403,623,614,627
2896,01/28/2006,MO,487,369,732,378,432,302,784,387
2897,02/22/2006,NE,433,426,713,585,470,501,728,518
2898,10/12/2006,SC,790,577,519,594,767,558,488,605
2899,12/15/2006,WY,615,320,311,592,579,243,329,579
2900,05/14/2006,VA,313,346,429,663,336,417,337,749
2901,05/16/2006,WA,507,794,400,379,470,744,247,334
2902,01/06/2006,AZ,759,319,451,454,744,460,430,451
2903,01/07/2006,GA,545,362,779,418,535,343,858,448
2904,02/04/2006,MT,545,542,765,685,528,525,873,766
2905,03/10/2006,RI,586,399,797,508,560,337,731,451
2906,05/16/2006,MI,537,561,492,372,549,688,376,435
2907,12/20/2006,MI,454,473,697,311,530,501,663,345
2908,12/13/2006,WY,739,373,739,309,820,411,813,357
2909,03/15/2006,OR,695,499,564,700,669,448,584,739
2910,12/25/2006,NV,763,404,322,601,776,321,390,661
2911,06/08/2006,NE,789,452,519,748,811,473,483,663
2912,06/20/2006,TX,395,743,651,327,504,656,663,363
2913,04/22/2006,WA,515,415,703,595,570,297,724,566
2914,11/01/2006,NY,703,437,500,735,721,498,451,662
2915,01/18/2006,KY,775,530,686,357,879,539,699,325
2916,12/18/2006,MN,476,686,649,611,558,679,765,508
2917,12/20/2006,WY,792,602,448,687,844,616,490,619
2918,05/27/2006,TX,590,605,346,746,585,499,314,706
2919,09/12/2006,OH,731,792,612,786,704,748,700,794
2920,05/25/2006,AK,719,446,454,633,630,409,329,562
2921,05/06/2006,DE,491,422,310,343,445,370,101,377
2922,01/24/2006,VT,765,644,770,466,726,642,653,435
2923,05/18/2006,TX,572,746,611,710,536,667,694,703
2924,10/18/2006,OK,604,343,543,481,696,350,697,434
2925,05/23/2006,DE,680,543,370,591,687,569,442,634
2926,08/20/2006,IN,721,484,661,600,788,434,628,584
2927,02/04/2006,ME,751,432,368,630,726,432,432,553
2928,11/10/2006,FL,537,477,511,448,513,470,405,485
2929,03/05/2006,MS,460,654,760,541,533,747,855,620
2930,03/21/2006,WV,482,322,772,526,467,221,816,658
2931,07/18/2006,MO,538,620,577,540,572,719,472,526
2932,10/24/2006,NH,702,595,377,387,795,631,396,355
2933,03/10/2006,AZ,418,516,735,342,493,576,752,282
2934,08/02/2006,ND,708,350,438,515,652,447,566,651
2935,05/03/2006,IA,616,589,318,783,646,481,365,644
2936,06/22/2006,NY,641,436,416,599,622,325,502,530
2937,03/30/2006,WV,503,366,789,466,516,205,836,460
2938,10/16/2006,GA,645,514,571,582,750,633,588,619
2939,03/07/2006,IA,593,401,407,684,504,403,421,724
2940,07/09/2006,MA,668,791,749,517,662,792,682,479
2941,02/17/2006,VA,570,374,443,456,680,387,549,393
2942,04/18/2006,OH,670,545,604,646,645,541,649,554
2943,09/13/2006,VA,389,759,513,459,393,738,550,371
2944,12/04/2006,CT,502,473,474,793,484,526,508,824
2945,06/24/2006,MD,744,381,485,625,734,371,544,571
2946,07/26/2006,CT,504,325,777,439,596,237,813,469
2947,06/19/2006,ND,653,732,701,444,687,708,670,472
2948,09/27/2006,UT,779,368,306,721,797,390,274,619
2949,12/25/2006,OR,519,758,793,575,643,777,699,574
2950,09/22/2006,KS,771,713,637,370,742,706,588,262
2951,08/06/2006,WI,679,761,633,430,743,628,634,455
2952,05/31/2006,TN,761,314,745,662,871,303,563,722
2953,01/14/2006,TX,460,403,774,320,523,383,625,166
2954,04/21/2006,IN,686,541,593,402,682,490,597,322
2955,06/21/2006,WV,674,305,606,450,739,315,593,416
2956,11/10/2006,OK,716,377,631,514,744,382,750,474
2957,02/28/2006,OR,764,673,754,411,754,602,642,402
2958,09/04/2006,KS,313,427,521,576,232,527,438,508
2959,03/01/2006,MS,577,671,608,331,477,625,750,349
2960,02/10/2006,NJ,345,536,392,700,412,545,363,731
2961,04/15/2006,NV,723,731,696,431,722,756,660,475
2962,08/14/2006,CT,712,742,686,348,713,865,625,350
2963,03/31/2006,OK,697,530,649,623,699,592,753,607
2964,08/05/2006,ND,758,682,752,391,739,772,726,308
2965,04/15/2006,NJ,325,344,754,356,335,395,880,444
2966,02/13/2006,MN,573,409,763,451,528,488,640,434
2967,04/20/2006,KY,393,486,686,775,419,502,855,842
2968,06/23/2006,CO,631,793,546,610,680,784,478,611
2969,03/16/2006,LA,478,756,342,740,524,745,155,603
2970,01/10/2006,SD,467,403,573,780,441,386,673,745
2971,10/20/2006,AL,320,425,361,378,319,481,289,303
2972,10/12/2006,KS,564,627,390,578,512,479,471,666
2973,06/30/2006,NY,481,517,472,505,471,466,285,530
2974,10/13/2006,MN,652,735,573,319,697,806,460,215
2975,11/20/2006,IA,658,714,619,425,701,584,620,471
2976,02/03/2006,NV,487,686,384,559,358,692,441,616
2977,05/19/2006,WI,450,703,447,505,414,749,429,534
2978,04/11/2006,CA,391,711,751,534,403,665,715,517
2979,06/10/2006,WA,781,510,346,530,695,504,211,611
2980,09/09/2006,NJ,714,627,306,766,802,711,237,832
2981,05/04/2006,DE,468,541,500,612,505,709,723,653
2982,07/26/2006,OK,667,649,587,766,651,611,567,797
2983,12/30/2006,IN,319,323,416,375,221,440,437,385
2984,03/17/2006,OR,515,513,497,558,543,469,702,622
2985,04/06/2006,IA,779,597,421,596,677,680,430,596
2986,05/21/2006,AK,461,451,702,310,415,484,602,234
2987,09/07/2006,ID,359,592,416,405,392,614,362,497
2988,09/29/2006,HI,758,711,754,640,783,752,808,681
2989,04/24/2006,MO,518,631,668,691,469,689,727,678
2990,12/19/2006,MT,497,642,367,719,391,802,433,762
2991,09/19/2006,CA,337,715,788,668,392,764,736,618
2992,07/24/2006,MS,307,759,334,631,372,613,350,537
2993,09/08/2006,OR,755,340,338,411,745,381,347,389
2994,04/10/2006,ME,532,464,504,323,485,552,529,352
2995,04/20/2006,WI,663,368,761,544,650,350,836,656
2996,03/24/2006,NC,369,645,759,515,364,579,787,580
2997,08/05/2006,UT,519,348,337,587,474,384,208,665
2998,07/24/2006,WY,663,391,355,658,573,428,394,519
2999,10/10/2006,HI,649,321,335,652,652,370,250,614
3000,01/03/2006,OK,735,669,499,509,671,706,506,474
3001,02/18/2006,TN,315,386,644,416,267,454,550,452
3002,02/07/2006,MA,516,748,308,391,480,699,305,311
3003,06/15/2006,HI,766,600,415,385,810,625,479,411
3004,08/06/2006,GA,559,752,732,568,620,769,688,604
3005,08/22/2006,VT,762,350,738,721,726,291,674,664
3006,10/27/2006,NJ,632,490,636,389,524,584,606,378
3007,01/13/2006,MA,302,395,654,747,290,383,734,801
3008,10/07/2006,WI,473,428,688,353,513,391,801,341
3009,07/17/2006,GA,732,745,440,624,702,738,495,630
3010,06/03/2006,ME,368,350,446,539,348,428,405,490
3011,09/23/2006,SD,338,721,604,464,230,739,667,468
3012,11/20/2006,CO,736,538,653,784,767,600,755,827
3013,06/11/2006,NM,627,391,701,712,744,333,532,842
3014,10/07/2006,AK,336,777,747,365,443,699,798,494
3015,11/02/2006,MI,776,584,690,519,719,491,693,556
3016,09/24/2006,MA,411,541,684,736,505,501,802,786
3017,12/29/2006,WA,438,529,424,719,423,532,345,727
3018,08/16/2006,AR,589,393,551,743,630,314,513,732
3019,06/04/2006,RI,322,623,559,637,375,664,545,724
3020,07/03/2006,ND,740,465,773,442,587,538,743,390
3021,05/01/2006,NV,340,593,625,445,345,544,596,501
3022,07/24/2006,PA,393,717,723,678,399,682,710,592
3023,04/11/2006,AR,601,658,613,574,704,648,536,640
3024,06/08/2006,OH,417,772,662,679,383,798,566,775
3025,12/23/2006,WY,483,347,434,534,379,237,513,470
3026,07/25/2006,MN,342,314,512,372,378,326,497,377
3027,09/16/2006,TX,689,705,772,784,676,623,826,865
3028,06/06/2006,IA,350,510,335,416,288,574,352,436
3029,06/11/2006,IA,448,675,642,419,459,634,748,336
3030,10/15/2006,VA,484,632,405,675,525,556,475,731
3031,05/20/2006,MA,674,427,595,542,636,541,766,552
3032,02/13/2006,IA,336,720,760,396,296,770,817,506
3033,08/13/2006,WI,590,744,708,708,532,849,683,698
3034,04/13/2006,NE,431,558,401,503,502,516,215,477
3035,04/02/2006,FL,468,309,549,418,524,352,520,422
3036,12/10/2006,ID,370,704,566,449,428,626,669,541
3037,10/10/2006,GA,495,380,565,379,456,383,583,409
3038,06/14/2006,HI,541,738,769,640,617,732,888,643
3039,12/18/2006,VT,743,301,738,697,603,297,758,705
3040,06/30/2006,AR,334,493,749,435,318,479,691,368
3041,04/14/2006,WV,464,732,482,617,446,690,347,608
3042,04/15/2006,MT,466,758,341,655,505,783,233,760
3043,09/21/2006,DE,342,506,731,691,329,442,722,712
3044,08/13/2006,ND,401,470,405,435,350,448,533,526
3045,07/26/2006,NM,514,321,558,705,470,205,417,774
3046,01/14/2006,NJ,558,779,715,633,584,711,672,738
3047,01/12/2006,NY,483,523,398,410,507,621,381,436
3048,05/21/2006,MI,489,337,482,709,531,220,568,631
3049,10/31/2006,NE,318,517,739,413,168,464,825,332
3050,05/08/2006,PA,650,505,367,716,578,503,333,696
3051,08/03/2006,NE,334,794,602,637,279,778,648,560
3052,08/27/2006,MA,689,714,556,707,640,759,547,744
3053,11/14/2006,DE,744,773,451,785,705,768,557,810
3054,06/18/2006,NC,421,501,531,644,396,484,575,728
3055,01/27/2006,KY,623,522,384,592,741,663,408,513
3056,05/03/2006,MT,400,543,549,588,480,437,533,600
3057,03/13/2006,MA,722,349,603,420,690,360,615,297
3058,08/03/2006,AK,505,734,468,677,528,732,584,731
3059,02/18/2006,MN,584,572,566,793,653,584,524,798
3060,03/27/2006,WY,459,608,405,316,455,651,323,343
3061,11/11/2006,IA,478,324,792,402,471,191,673,400
3062,05/03/2006,OK,698,625,513,456,704,595,534,539
3063,11/13/2006,AR,564,540,471,730,577,587,493,790
3064,01/15/2006,AR,723,639,762,692,868,609,660,727
3065,06/19/2006,PA,575,396,618,320,679,325,693,374
3066,04/27/2006,NM,800,494,400,789,729,441,286,758
3067,05/06/2006,HI,626,501,311,736,600,542,306,672
3068,11/26/2006,TX,729,484,689,358,719,615,786,373
3069,09/20/2006,KS,624,484,695,444,664,613,831,310
3070,06/07/2006,IA,709,733,483,626,628,828,420,704
3071,09/09/2006,OR,773,760,627,685,794,757,638,731
3072,04/21/2006,NY,544,411,676,559,518,384,647,621
3073,06/08/2006,OH,706,740,684,647,643,694,770,660
3074,10/27/2006,IA,756,768,748,301,762,805,850,311
3075,11/01/2006,KS,402,730,420,420,359,758,277,596
3076,05/18/2006,ND,378,511,510,644,344,403,678,724
3077,03/25/2006,GA,729,459,699,706,659,265,693,744
3078,12/28/2006,CT,595,411,767,781,602,411,790,734
3079,01/21/2006,TX,398,780,304,609,355,811,355,632
3080,01/31/2006,WY,593,558,497,403,582,599,410,374
3081,05/05/2006,UT,447,362,473,378,403,246,547,269
3082,01/28/2006,AK,546,336,303,672,498,380,396,719
3083,05/17/2006,VT,320,736,331,711,251,678,311,669
3084,01/24/2006,WY,359,760,758,553,328,686,638,490
3085,03/07/2006,AR,398,518,514,436,408,567,548,457
3086,06/20/2006,KS,538,787,698,401,522,884,605,292
3087,08/01/2006,ME,302,635,635,463,330,778,623,431
3088,08/22/2006,WA,670,559,491,440,654,568,416,489
3089,07/03/2006,FL,731,353,350,700,749,375,323,735
3090,07/19/2006,NH,595,504,350,660,542,581,374,792
3091,01/09/2006,MD,507,315,388,315,535,322,526,324
3092,07/29/2006,OK,432,659,652,523,397,666,650,495
3093,07/13/2006,CO,618,726,471,576,699,663,439,584
3094,05/29/2006,NC,343,503,333,358,312,528,199,312
3095,04/04/2006,HI,762,474,650,651,798,362,688,617
3096,10/31/2006,OK,746,681,708,717,802,671,776,756
3097,11/07/2006,AZ,417,332,535,704,485,418,473,662
3098,01/30/2006,MD,357,450,414,741,394,421,456,729
3099,05/21/2006,AR,665,366,650,650,591,266,534,583
3100,10/24/2006,KS,727,462,416,776,703,432,340,707
3101,09/11/2006,DE,514,775,478,589,584,861,365,601
3102,08/12/2006,IA,324,726,714,700,317,755,641,684
3103,10/08/2006,IA,536,752,588,499,511,775,665,431
3104,11/18/2006,TX,638,478,352,463,678,424,325,516
3105,06/21/2006,DE,644,484,328,732,650,471,255,703
3106,06/11/2006,OR,568,633,523,552,537,612,433,550
3107,07/31/2006,MO,322,610,766,755,338,540,752,685
3108,01/15/2006,NC,317,793,788,518,305,782,796,532
3109,06/14/2006,LA,800,527,763,519,733,691,750,477
3110,07/13/2006,LA,586,432,531,395,654,420,489,437
3111,08/27/2006,PA,370,549,507,707,411,626,534,736
3112,09/23/2006,AK,573,545,648,568,585,511,785,602
3113,07/19/2006,IA,757,373,439,643,761,318,460,593
3114,06/29/2006,NH,657,553,752,544,611,422,594,436
3115,07/04/2006,MT,663,358,389,687,614,365,310,767
3116,06/27/2006,MD,615,341,587,666,601,252,637,583
3117,04/12/2006,MN,735,363,492,518,734,394,448,577
3118,09/08/2006,DE,550,605,435,453,589,613,469,482
3119,09/05/2006,WY,584,545,647,581,594,547,688,430
3120,08/22/2006,AL,536,476,767,323,510,478,806,412
3121,11/28/2006,VT,671,364,456,437,767,296,523,384
3122,04/17/2006,NM,749,608,615,731,768,586,656,694
3123,03/17/2006,PA,519,532,624,733,533,494,635,758
3124,05/15/2006,NJ,364,344,582,675,398,318,683,620
3125,06/18/2006,MO,584,418,465,575,629,393,518,598
3126,06/01/2006,PA,469,739,709,486,570,763,684,421
3127,04/24/2006,SC,455,549,476,713,498,431,523,803
3128,04/26/2006,SD,533,722,735,712,571,702,841,745
3129,03/17/2006,NM,493,342,705,563,527,291,679,650
3130,12/27/2006,PA,638,511,771,633,598,394,674,486
3131,01/12/2006,MI,610,322,696,555,635,284,551,631
3132,04/27/2006,NV,317,310,563,667,297,305,606,767
3133,09/11/2006,KS,314,727,345,371,287,776,282,314
3134,05/03/2006,MN,593,451,621,345,600,579,674,413
3135,10/13/2006,ND,390,581,558,641,327,609,382,705
3136,04/20/2006,MD,465,760,423,590,522,866,504,622
3137,07/22/2006,IN,388,354,637,300,314,356,651,284
3138,03/26/2006,NY,484,755,446,687,550,638,411,740
3139,12/13/2006,VA,376,768,614,428,314,711,583,277
3140,05/12/2006,MT,320,478,739,436,333,406,778,524
3141,04/13/2006,IL,664,329,333,301,679,368,216,212
3142,10/15/2006,RI,353,494,443,626,362,647,447,572
3143,02/18/2006,VA,567,323,592,426,576,413,528,642
3144,10/18/2006,GA,478,585,442,784,489,712,475,788
3145,07/17/2006,CO,369,527,348,361,382,487,498,358
3146,12/20/2006,MO,709,301,418,477,690,330,365,485
3147,09/07/2006,OH,779,541,795,744,789,493,787,780
3148,10/01/2006,MO,476,375,652,527,419,351,789,533
3149,04/28/2006,NC,742,313,528,669,782,378,457,624
3150,07/06/2006,NY,544,478,793,399,615,434,748,343
3151,08/20/2006,AZ,790,487,668,319,799,538,601,376
3152,06/24/2006,AK,762,416,748,568,831,366,637,549
3153,10/26/2006,NE,371,548,437,689,265,566,394,634
3154,05/07/2006,HI,397,385,514,536,404,460,471,717
3155,10/15/2006,PA,585,568,659,484,624,446,649,396
3156,12/20/2006,OH,483,302,346,354,415,271,381,347
3157,08/17/2006,AZ,401,545,790,786,393,519,602,811
3158,03/27/2006,MD,612,722,361,345,677,697,337,249
3159,05/10/2006,ND,367,452,693,741,424,422,770,771
3160,08/05/2006,WV,771,501,397,339,745,500,426,324
3161,11/13/2006,CO,674,549,522,547,707,554,629,442
3162,08/28/2006,WY,409,723,349,337,461,777,211,373
3163,09/24/2006,TX,771,355,468,675,787,396,539,649
3164,07/01/2006,HI,582,562,360,334,590,607,427,311
3165,08/28/2006,SC,670,425,754,548,666,404,759,576
3166,04/26/2006,NJ,620,559,631,756,596,559,541,734
3167,04/19/2006,WV,739,734,336,585,740,646,380,492
3168,12/06/2006,NV,562,415,340,426,558,369,278,484
3169,03/11/2006,ID,320,302,484,611,231,173,489,598
3170,01/16/2006,UT,551,713,395,685,547,744,279,586
3171,10/21/2006,MN,702,761,415,721,630,776,507,656
3172,02/27/2006,TX,334,796,313,505,322,852,341,449
3173,04/14/2006,HI,486,701,713,632,503,702,632,599
3174,06/19/2006,NC,686,505,528,508,625,575,499,432
3175,10/22/2006,KS,665,486,352,335,797,492,453,348
3176,06/30/2006,AZ,373,773,673,512,446,716,645,445
3177,05/09/2006,GA,559,668,451,672,553,613,570,626
3178,01/08/2006,TX,628,504,313,466,686,477,179,485
3179,12/12/2006,PA,582,577,376,787,552,615,324,786
3180,02/16/2006,MT,430,400,591,570,419,226,564,527
3181,09/18/2006,NV,592,444,594,722,600,551,522,710
3182,07/05/2006,WY,714,698,505,568,654,642,411,495
3183,03/07/2006,MS,373,480,323,490,381,496,359,527
3184,01/14/2006,MN,669,766,464,647,537,677,436,565
3185,07/24/2006,IA,707,571,691,583,661,567,514,558
3186,11/16/2006,CO,308,408,483,566,327,489,449,536
3187,01/05/2006,IL,761,445,785,335,756,452,944,350
3188,02/10/2006,NV,667,706,637,552,688,636,678,509
3189,01/27/2006,MA,574,798,684,737,603,778,504,679
3190,02/27/2006,TX,729,602,469,654,753,628,386,640
3191,12/13/2006,DE,339,532,721,791,336,506,885,825
3192,10/17/2006,NJ,631,724,454,378,676,829,408,511
3193,10/30/2006,LA,709,713,599,726,813,833,643,753
3194,06/21/2006,KS,636,613,354,590,640,624,454,631
3195,12/06/2006,KS,350,760,615,442,352,778,683,425
3196,02/02/2006,NV,743,489,374,341,694,384,343,215
3197,09/01/2006,AZ,356,345,512,523,361,259,589,402
3198,07/06/2006,ND,718,684,514,728,729,688,420,683
3199,01/01/2006,FL,676,320,531,543,639,241,532,418
3200,11/09/2006,NC,594,354,553,347,560,288,440,366
3201,01/23/2006,SC,442,657,316,484,360,727,337,451
3202,07/07/2006,NM,620,506,345,671,601,598,496,632
3203,03/28/2006,AL,370,451,654,709,384,444,602,795
3204,11/01/2006,IL,738,728,580,555,709,882,571,568
3205,01/25/2006,CA,743,687,748,528,662,747,631,570
3206,09/04/2006,RI,723,648,574,520,784,629,439,393
3207,10/09/2006,SD,597,511,543,532,528,489,460,507
3208,03/18/2006,NJ,372,599,652,683,381,479,583,794
3209,02/26/2006,MS,752,703,783,553,658,625,823,559
3210,08/07/2006,SD,440,487,590,347,473,400,594,441
3211,04/12/2006,TN,739,326,305,367,724,268,431,373
3212,07/01/2006,MI,618,767,531,504,575,726,552,475
3213,11/28/2006,LA,629,701,686,749,734,628,849,758
3214,06/11/2006,GA,567,534,715,421,506,494,688,477
3215,05/13/2006,MN,699,620,773,734,677,712,659,727
3216,04/07/2006,FL,730,413,777,548,708,279,709,554
3217,02/26/2006,IN,398,301,630,443,441,330,553,489
3218,01/25/2006,WV,751,416,749,318,745,353,765,350
3219,08/19/2006,MT,751,437,533,335,665,562,507,300
3220,05/27/2006,GA,429,624,608,683,453,776,664,646
3221,05/05/2006,FL,411,460,606,350,449,550,577,376
3222,10/28/2006,PA,790,419,619,462,677,375,631,417
3223,08/02/2006,TX,572,514,611,474,585,481,602,392
3224,01/04/2006,NC,399,368,330,768,376,393,341,750
3225,09/08/2006,NV,634,708,433,753,678,641,410,674
3226,03/14/2006,NE,338,478,467,653,220,478,539,653
